run_parallelFalsecfg{'device': device(type='cuda'), 'learning_rate': 0.001, 'learning_rate_decay': 0.3, 'last_observe': 20, 'epochs': 12, 'print_every': 100, 'save_every': 5, 'batch_size': 1, 'data_locate': '/home/pinkman/PycharmProjects/map_encoder/data_process/trajectory/train', 'save_path': './model_ckpt/', 'log_file': 'runs/log.txt', 'tensorboard_path': 'runs/train_visualization'}
Start Training...
Epoch 1/12: Iteration 0, loss = 46.420792
Epoch 9/12: Iteration 700, loss = 0.738286
Epoch 9/12: Iteration 800, loss = 3.182027
Epoch 9/12: Iteration 900, loss = 0.923594
Epoch 9/12: Iteration 1000, loss = 38.945381
Epoch 9/12: Iteration 1100, loss = 0.389272
Epoch 9/12: Iteration 1200, loss = 1.717144
Epoch 9/12: Iteration 1300, loss = 1.553246
Epoch 9/12: Iteration 1400, loss = 0.676179
Epoch 9/12: Iteration 1500, loss = 0.496225
Epoch 9/12: Iteration 1600, loss = 0.057982
Epoch 9/12: Iteration 1700, loss = 0.364633
Epoch 9/12: Iteration 1800, loss = 1.170005
Epoch 9/12: Iteration 1900, loss = 0.331641
Epoch 9/12: Iteration 2000, loss = 1.128510
Epoch 9/12: Iteration 2100, loss = 0.361771
Epoch 9/12: Iteration 2200, loss = 0.566531
Epoch 9/12: Iteration 2300, loss = 0.229252
Epoch 9/12: Iteration 2400, loss = 1.277119
Epoch 9/12: Iteration 2500, loss = 5.095366
Epoch 9/12: Iteration 2600, loss = 2.016910
Epoch 9/12: Iteration 2700, loss = 0.345527
Epoch 9/12: Iteration 2800, loss = 0.371082
Epoch 9/12: Iteration 2900, loss = 0.806346
Epoch 9/12: Iteration 3000, loss = 1.323351
Epoch 9/12: Iteration 3100, loss = 0.933597
Epoch 9/12: Iteration 3200, loss = 7.802091
Epoch 9/12: Iteration 3300, loss = 0.575312
Epoch 9/12: Iteration 3400, loss = 0.374455
Epoch 10/12: Iteration 0, loss = 1.031708
Epoch 10/12: Iteration 100, loss = 0.196221
Epoch 10/12: Iteration 200, loss = 0.859296
Epoch 10/12: Iteration 300, loss = 4.280881
Epoch 10/12: Iteration 400, loss = 0.033336
Epoch 10/12: Iteration 500, loss = 4.648939
Epoch 10/12: Iteration 600, loss = 0.041817
Epoch 10/12: Iteration 700, loss = 0.862475
Epoch 10/12: Iteration 800, loss = 3.352466
Epoch 10/12: Iteration 900, loss = 0.811000
Epoch 10/12: Iteration 1000, loss = 38.453243
Epoch 10/12: Iteration 1100, loss = 0.332907
Epoch 10/12: Iteration 1200, loss = 1.701962
Epoch 10/12: Iteration 1300, loss = 1.447251
Epoch 10/12: Iteration 1400, loss = 0.600161
Epoch 10/12: Iteration 1500, loss = 0.509341
Epoch 10/12: Iteration 1600, loss = 0.062149
Epoch 10/12: Iteration 1700, loss = 0.460539
Epoch 10/12: Iteration 1800, loss = 1.242719
Epoch 10/12: Iteration 1900, loss = 0.267721
Epoch 10/12: Iteration 2000, loss = 0.840240
Epoch 10/12: Iteration 2100, loss = 0.386617
Epoch 10/12: Iteration 2200, loss = 0.490337
Epoch 10/12: Iteration 2300, loss = 0.214806
Epoch 10/12: Iteration 2400, loss = 1.130644
Epoch 10/12: Iteration 2500, loss = 5.521511
Epoch 10/12: Iteration 2600, loss = 2.092843
Epoch 10/12: Iteration 2700, loss = 0.420472
Epoch 10/12: Iteration 2800, loss = 0.356576
Epoch 10/12: Iteration 2900, loss = 0.671909
Epoch 10/12: Iteration 3000, loss = 1.460309
Epoch 10/12: Iteration 3100, loss = 0.888133
Epoch 10/12: Iteration 3200, loss = 7.214587
Epoch 10/12: Iteration 3300, loss = 0.402484
Epoch 10/12: Iteration 3400, loss = 0.370598
Save model ./model_ckpt/model_epoch10.pth
Epoch 11/12: Iteration 0, loss = 1.027143
Epoch 11/12: Iteration 100, loss = 0.213817
Epoch 11/12: Iteration 200, loss = 0.855504
Epoch 11/12: Iteration 300, loss = 3.880812
Epoch 11/12: Iteration 400, loss = 0.038059
Epoch 11/12: Iteration 500, loss = 4.699010
Epoch 11/12: Iteration 600, loss = 0.027626
Epoch 11/12: Iteration 700, loss = 0.864806
Epoch 11/12: Iteration 800, loss = 3.593500
Epoch 11/12: Iteration 900, loss = 0.814308
Epoch 11/12: Iteration 1000, loss = 38.646275
Epoch 11/12: Iteration 1100, loss = 0.308914
Epoch 11/12: Iteration 1200, loss = 1.763672
Epoch 11/12: Iteration 1300, loss = 1.306325
Epoch 11/12: Iteration 1400, loss = 0.644229
Epoch 11/12: Iteration 1500, loss = 0.459755
Epoch 11/12: Iteration 1600, loss = 0.059069
Epoch 11/12: Iteration 1700, loss = 0.460554
Epoch 11/12: Iteration 1800, loss = 1.297030
Epoch 11/12: Iteration 1900, loss = 0.272747
Epoch 11/12: Iteration 2000, loss = 0.781922
Epoch 11/12: Iteration 2100, loss = 0.271562
Epoch 11/12: Iteration 2200, loss = 0.478870
Epoch 11/12: Iteration 2300, loss = 0.199842
Epoch 11/12: Iteration 2400, loss = 1.017590
Epoch 11/12: Iteration 2500, loss = 5.872334
Epoch 11/12: Iteration 2600, loss = 2.074684
Epoch 11/12: Iteration 2700, loss = 0.429897
Epoch 11/12: Iteration 2800, loss = 0.347514
Epoch 11/12: Iteration 2900, loss = 0.642416
Epoch 11/12: Iteration 3000, loss = 1.466165
Epoch 11/12: Iteration 3100, loss = 0.776846
Epoch 11/12: Iteration 3200, loss = 6.288497
Epoch 11/12: Iteration 3300, loss = 0.293817
Epoch 11/12: Iteration 3400, loss = 0.381313
Epoch 12/12: Iteration 0, loss = 1.045848
Epoch 12/12: Iteration 100, loss = 0.207137
Epoch 12/12: Iteration 200, loss = 0.890787
Epoch 12/12: Iteration 300, loss = 3.595714
Epoch 12/12: Iteration 400, loss = 0.038711
Epoch 12/12: Iteration 500, loss = 5.070381
Epoch 12/12: Iteration 600, loss = 0.018633
Epoch 12/12: Iteration 700, loss = 0.838905
Epoch 12/12: Iteration 800, loss = 3.719254
Epoch 12/12: Iteration 900, loss = 0.785973
Epoch 12/12: Iteration 1000, loss = 37.507244
Epoch 12/12: Iteration 1100, loss = 0.293723
Epoch 12/12: Iteration 1200, loss = 1.728538
Epoch 12/12: Iteration 1300, loss = 1.434471
Epoch 12/12: Iteration 1400, loss = 0.623111
Epoch 12/12: Iteration 1500, loss = 0.444618
Epoch 12/12: Iteration 1600, loss = 0.055189
Epoch 12/12: Iteration 1700, loss = 0.459418
Epoch 12/12: Iteration 1800, loss = 1.279611
Epoch 12/12: Iteration 1900, loss = 0.254794
Epoch 12/12: Iteration 2000, loss = 0.798773
Epoch 12/12: Iteration 2100, loss = 0.262306
Epoch 12/12: Iteration 2200, loss = 0.455161
Epoch 12/12: Iteration 2300, loss = 0.191487
Epoch 12/12: Iteration 2400, loss = 1.000244
Epoch 12/12: Iteration 2500, loss = 6.057923
Epoch 12/12: Iteration 2600, loss = 1.878344
Epoch 12/12: Iteration 2700, loss = 0.496089
Epoch 12/12: Iteration 2800, loss = 0.343714
Epoch 12/12: Iteration 2900, loss = 0.672958
Epoch 12/12: Iteration 3000, loss = 1.436955
Epoch 12/12: Iteration 3100, loss = 0.731493
Epoch 12/12: Iteration 3200, loss = 5.503511
Epoch 12/12: Iteration 3300, loss = 0.229137
Epoch 12/12: Iteration 3400, loss = 0.414071
Epoch 13/12: Iteration 0, loss = 1.141834
Epoch 13/12: Iteration 100, loss = 0.022048
Epoch 13/12: Iteration 200, loss = 1.241843
Epoch 13/12: Iteration 300, loss = 3.461642
Epoch 13/12: Iteration 400, loss = 0.094433
Epoch 13/12: Iteration 500, loss = 3.330971
Epoch 13/12: Iteration 600, loss = 0.039784
Epoch 13/12: Iteration 700, loss = 0.560934
Epoch 13/12: Iteration 800, loss = 3.290345
Epoch 13/12: Iteration 900, loss = 0.833559
Epoch 13/12: Iteration 1000, loss = 41.881130
Epoch 13/12: Iteration 1100, loss = 0.236189
Epoch 13/12: Iteration 1200, loss = 1.443031
Epoch 13/12: Iteration 1300, loss = 1.358417
Epoch 13/12: Iteration 1400, loss = 0.635059
Epoch 13/12: Iteration 1500, loss = 0.572063
Epoch 13/12: Iteration 1600, loss = 0.069401
Epoch 13/12: Iteration 1700, loss = 0.591319
Epoch 13/12: Iteration 1800, loss = 1.327713
Epoch 13/12: Iteration 1900, loss = 0.063750
Epoch 13/12: Iteration 2000, loss = 0.857010
Epoch 13/12: Iteration 2100, loss = 0.233156
Epoch 13/12: Iteration 2200, loss = 0.663198
Epoch 13/12: Iteration 2300, loss = 0.411798
Epoch 13/12: Iteration 2400, loss = 0.950115
Epoch 13/12: Iteration 2500, loss = 5.604547
Epoch 13/12: Iteration 2600, loss = 2.304862
Epoch 13/12: Iteration 2700, loss = 0.678608
Epoch 13/12: Iteration 2800, loss = 0.311148
Epoch 13/12: Iteration 2900, loss = 0.453797
Epoch 13/12: Iteration 3000, loss = 1.540375
Epoch 13/12: Iteration 3100, loss = 0.907521
Epoch 13/12: Iteration 3200, loss = 5.488965
Epoch 13/12: Iteration 3300, loss = 0.192266
Epoch 13/12: Iteration 3400, loss = 0.306257
Epoch 14/12: Iteration 0, loss = 0.901720
Epoch 14/12: Iteration 100, loss = 0.023794
Epoch 14/12: Iteration 200, loss = 1.056673
Epoch 14/12: Iteration 300, loss = 2.925173
Epoch 14/12: Iteration 400, loss = 0.076966
Epoch 14/12: Iteration 500, loss = 3.472364
Epoch 14/12: Iteration 600, loss = 0.023157
Epoch 14/12: Iteration 700, loss = 0.599975
Epoch 14/12: Iteration 800, loss = 3.548771
Epoch 14/12: Iteration 900, loss = 0.757026
Epoch 14/12: Iteration 1000, loss = 41.370224
Epoch 14/12: Iteration 1100, loss = 0.253190
Epoch 14/12: Iteration 1200, loss = 1.406467
Epoch 14/12: Iteration 1300, loss = 1.325724
Epoch 14/12: Iteration 1400, loss = 0.618077
Epoch 14/12: Iteration 1500, loss = 0.605216
Epoch 14/12: Iteration 1600, loss = 0.073820
Epoch 14/12: Iteration 1700, loss = 0.594498
Epoch 14/12: Iteration 1800, loss = 1.357157
Epoch 14/12: Iteration 1900, loss = 0.058445
Epoch 14/12: Iteration 2000, loss = 0.860383
Epoch 14/12: Iteration 2100, loss = 0.219101
Epoch 14/12: Iteration 2200, loss = 0.644436
Epoch 14/12: Iteration 2300, loss = 0.409890
Epoch 14/12: Iteration 2400, loss = 0.888690
Epoch 14/12: Iteration 2500, loss = 5.729433
Epoch 14/12: Iteration 2600, loss = 2.605075
Epoch 14/12: Iteration 2700, loss = 0.668371
Epoch 14/12: Iteration 2800, loss = 0.309335
Epoch 14/12: Iteration 2900, loss = 0.423101
Epoch 14/12: Iteration 3000, loss = 1.509010
Epoch 14/12: Iteration 3100, loss = 0.910115
Epoch 14/12: Iteration 3200, loss = 5.341885
Epoch 14/12: Iteration 3300, loss = 0.195539
Epoch 14/12: Iteration 3400, loss = 0.307410
Epoch 15/12: Iteration 0, loss = 0.876189
Epoch 15/12: Iteration 100, loss = 0.022382
Epoch 15/12: Iteration 200, loss = 1.023296
Epoch 15/12: Iteration 300, loss = 2.848851
Epoch 15/12: Iteration 400, loss = 0.077173
Epoch 15/12: Iteration 500, loss = 3.543537
Epoch 15/12: Iteration 600, loss = 0.019348
Epoch 15/12: Iteration 700, loss = 0.592489
Epoch 15/12: Iteration 800, loss = 3.612025
Epoch 15/12: Iteration 900, loss = 0.720527
Epoch 15/12: Iteration 1000, loss = 41.602371
Epoch 15/12: Iteration 1100, loss = 0.257341
Epoch 15/12: Iteration 1200, loss = 1.392439
Epoch 15/12: Iteration 1300, loss = 1.322725
Epoch 15/12: Iteration 1400, loss = 0.600620
Epoch 15/12: Iteration 1500, loss = 0.629447
Epoch 15/12: Iteration 1600, loss = 0.076900
Epoch 15/12: Iteration 1700, loss = 0.614248
Epoch 15/12: Iteration 1800, loss = 1.366252
Epoch 15/12: Iteration 1900, loss = 0.055767
Epoch 15/12: Iteration 2000, loss = 0.832550
Epoch 15/12: Iteration 2100, loss = 0.210343
Epoch 15/12: Iteration 2200, loss = 0.623282
Epoch 15/12: Iteration 2300, loss = 0.420046
Epoch 15/12: Iteration 2400, loss = 0.872476
Epoch 15/12: Iteration 2500, loss = 5.796524
Epoch 15/12: Iteration 2600, loss = 2.634116
Epoch 15/12: Iteration 2700, loss = 0.650747
Epoch 15/12: Iteration 2800, loss = 0.318678
Epoch 15/12: Iteration 2900, loss = 0.419297
Epoch 15/12: Iteration 3000, loss = 1.506273
Epoch 15/12: Iteration 3100, loss = 0.917625
Epoch 15/12: Iteration 3200, loss = 5.235864
Epoch 15/12: Iteration 3300, loss = 0.184459
Epoch 15/12: Iteration 3400, loss = 0.310187
Save model ./model_ckpt/model_epoch15.pth
